,title,price,link
214,"(Refurbished) Lenovo ThinkPad 5th Gen Intel Core i5 Thin & Light HD Laptop (8 GB RAM/256 GB SSD/14"" (35.6 cm) HD/Windows 10 Pro/MS Office/WiFi/Webcam/Intel Graphics), Black  ","12,799",https://amazon.in//Refurbished-Lenovo-ThinkPad-Windows-Graphics/dp/B0CR495DW5/ref=sr_1_4?crid=5BLOEJ9SMC72&dib=eyJ2IjoiMSJ9.oImuo9WRyEf17eqX3Pr54aEEYbKtmlDD8GKPNWa5neEW-_LW77YZRX4IuZ4Hm3lPGLHntuPzHfR_2Bq-3bQIuxpVP_Lu8BJyLzGIxUChuaQKo2ax57b1nR1mt2cUbccSdlKScyyO4wMnMhIcofFXqvO4-WzBV3qXQ-CDCG9Ae416RQKg8k7nDpPl1p-3ym8ZkonXwSkZy3_ijircCI7WoWyXGZ_C5S2OcfwD90JNhqo.Q1YEodEcnCkWxqJ_NzmeMNkil1bNd0E6q3LRZO_Mu4I&dib_tag=se&keywords=laptop&qid=1731617571&sprefix=laptop%2Caps%2C214&sr=8-4
215,"Acer Aspire 3 Laptop Intel Core Celeron N4500 Processor Laptop (8 GB LPDDR4X SDRAM/256 GB SSD/Win11 Home/38 Whr/HD Webcam) A324-45 with 35.56 cm (14"") HD Display, Pure Silver, 1.3 KG  ","19,990",https://amazon.in//Acer-Celeron-Processor-LPDDR4X-A324-45/dp/B0D7PSYS6B/ref=sr_1_20?crid=5BLOEJ9SMC72&dib=eyJ2IjoiMSJ9.8RcwTH8a-CoS-6r1mmsXDHt4hSQ5oE10MS0vKIChZhcSMRySCoHiPkav5Mrp3alJVr2HquXEDGDLP3rO6JmDfx6sYx6BcgsgO-gOGMw4oWzPlFJwmD9w66ORSlp4_0_ee_jYcX0VGV6U40Ydd6Pfw6a4Jkhvus8cvKbfvCNf6rPobV2i6SCfqafDu5AY0R368_eqSa7KJ7OUIXHhmHtC3d3Ua110K7opHX3xk7pUjT0.rJF_GLM2tGHxKM3VaYHP-4SZgzal0FtqeBnxzMLVS1w&dib_tag=se&keywords=laptop&qid=1731617576&sprefix=laptop%2Caps%2C214&sr=8-20
216,"Dell Inspiron 5430 Laptop, Intel Core i5-1335U Processor/ 8GB/ 512GB SSD/ 14.0"" (35.56cm) FHD+ Comfort View/Backlit KB/Windows 11+MSO'21/15 Month McAfee/Platinum Silver, Thunderbolt 4.0 Port,1.59kg  ","60,990",https://amazon.in//Dell-Inspiron-i5-1335U-Processor-Thunderbolt/dp/B0C2HVSHX6/ref=sr_1_229?crid=5BLOEJ9SMC72&dib=eyJ2IjoiMSJ9.5J_r6v8V4v6BJJG8uZc2p_jFt3AtVMMa1bVWsE6oTsS9CRekgsXmgPRwN0rc7A_s_6e80Y4QR_R9WID07ZmVmr7DbcDuZJPfxmdT5BnzeXwaP3pEAF-XoqKovF0GJQ39rnqsl-nblCPRpNUvpHeyGc2QWL0h6zY9Cges8UILZoOhLuDez1PM9Q_P0SZJqDpXJwhgutOeGpMupdhwQP3IUE__p69vlwtrF5hRU-R34gQ.C1ISLgwrbAHOdm0-flYfrKktkyGnGQ7yiNdqvilhVU0&dib_tag=se&keywords=laptop&qid=1731617631&sprefix=laptop%2Caps%2C214&sr=8-229
217,"HP Pavilion 16, Enhanced by AI, Intel Core Ultra 5 125U, 16-inch (40.6 cm), WUXGA, 16GB LPDDR5, 512GB SSD, Intel Graphics, 1080p FHD IR Camera, Copilot, Backlit KB (Win 11, Silver, 1.77 kg), af0015TU  ","72,990",https://amazon.in//HP-Pavilion-Enhanced-Graphics-af0015TU/dp/B0D268HBQY/ref=sr_1_230?crid=5BLOEJ9SMC72&dib=eyJ2IjoiMSJ9.5J_r6v8V4v6BJJG8uZc2p_jFt3AtVMMa1bVWsE6oTsS9CRekgsXmgPRwN0rc7A_s_6e80Y4QR_R9WID07ZmVmr7DbcDuZJPfxmdT5BnzeXwaP3pEAF-XoqKovF0GJQ39rnqsl-nblCPRpNUvpHeyGc2QWL0h6zY9Cges8UILZoOhLuDez1PM9Q_P0SZJqDpXJwhgutOeGpMupdhwQP3IUE__p69vlwtrF5hRU-R34gQ.C1ISLgwrbAHOdm0-flYfrKktkyGnGQ7yiNdqvilhVU0&dib_tag=se&keywords=laptop&qid=1731617631&sprefix=laptop%2Caps%2C214&sr=8-230
218,"Dell 14 Thin & Light Laptop, 13th Gen Intel Core i3-1305U Processor/ 8GB/ 512GB SSD/14.0"" (35.56cm) FHD + Comfort view/Windows 11 + MSO'21/15 Month McAfee/Spill-resistant Keyboard/Carbon Black/ 1.46kg  ","38,490",https://amazon.in//Dell-i3-1305U-Processor-Spill-resistant-Keyboard/dp/B0CCSSGRDQ/ref=sr_1_231?crid=5BLOEJ9SMC72&dib=eyJ2IjoiMSJ9.5J_r6v8V4v6BJJG8uZc2p_jFt3AtVMMa1bVWsE6oTsS9CRekgsXmgPRwN0rc7A_s_6e80Y4QR_R9WID07ZmVmr7DbcDuZJPfxmdT5BnzeXwaP3pEAF-XoqKovF0GJQ39rnqsl-nblCPRpNUvpHeyGc2QWL0h6zY9Cges8UILZoOhLuDez1PM9Q_P0SZJqDpXJwhgutOeGpMupdhwQP3IUE__p69vlwtrF5hRU-R34gQ.C1ISLgwrbAHOdm0-flYfrKktkyGnGQ7yiNdqvilhVU0&dib_tag=se&keywords=laptop&qid=1731617631&sprefix=laptop%2Caps%2C214&sr=8-231
219,"ASUS Vivobook 16, Intel Core i5-12500H 12th Gen, 16"" (40.64 cm) FHD+, Thin and Light Laptop (16GB/512GB/Win11/Office 2021/Silver/1.8 kg), X1605ZAC-MB540WS  ","52,990",https://amazon.in//ASUS-Vivobook-i5-12500H-Laptop-X1605ZAC-MB540WS/dp/B0CZXV2D7Y/ref=sr_1_232?crid=5BLOEJ9SMC72&dib=eyJ2IjoiMSJ9.5J_r6v8V4v6BJJG8uZc2p_jFt3AtVMMa1bVWsE6oTsS9CRekgsXmgPRwN0rc7A_s_6e80Y4QR_R9WID07ZmVmr7DbcDuZJPfxmdT5BnzeXwaP3pEAF-XoqKovF0GJQ39rnqsl-nblCPRpNUvpHeyGc2QWL0h6zY9Cges8UILZoOhLuDez1PM9Q_P0SZJqDpXJwhgutOeGpMupdhwQP3IUE__p69vlwtrF5hRU-R34gQ.C1ISLgwrbAHOdm0-flYfrKktkyGnGQ7yiNdqvilhVU0&dib_tag=se&keywords=laptop&qid=1731617631&sprefix=laptop%2Caps%2C214&sr=8-232
220,"Acer Travelmate Business Laptop Intel Core i5-1135G7 Processor (16GB DDR4/ 512GB SSD/Intel Iris Xe Graphics/Windows 11 Home) TMP214-53 with 35.56 cm (14.0"") Full HD Display  ","39,990",https://amazon.in//Acer-Travelmate-i5-1135G7-Processor-TMP214-53/dp/B0CKLTD48T/ref=sr_1_233?crid=5BLOEJ9SMC72&dib=eyJ2IjoiMSJ9.5J_r6v8V4v6BJJG8uZc2p_jFt3AtVMMa1bVWsE6oTsS9CRekgsXmgPRwN0rc7A_s_6e80Y4QR_R9WID07ZmVmr7DbcDuZJPfxmdT5BnzeXwaP3pEAF-XoqKovF0GJQ39rnqsl-nblCPRpNUvpHeyGc2QWL0h6zY9Cges8UILZoOhLuDez1PM9Q_P0SZJqDpXJwhgutOeGpMupdhwQP3IUE__p69vlwtrF5hRU-R34gQ.C1ISLgwrbAHOdm0-flYfrKktkyGnGQ7yiNdqvilhVU0&dib_tag=se&keywords=laptop&qid=1731617631&sprefix=laptop%2Caps%2C214&sr=8-233
221,"ASUS Vivobook Go 15 (OLED) 2023, AMD Ryzen 5 7520U, 15.6""(39.62 cm) FHD OLED, Thin & Light Laptop (16GB/512GB SSD/Windows 11/Office 2021/Alexa Built-in/Backlit KB/Green Grey/1.63 kg), E1504FA-LK543WS  ","46,990",https://amazon.in//ASUS-Vivobook-Windows-Backlit-E1504FA-LK543WS/dp/B0BTWDLRBQ/ref=sr_1_234?crid=5BLOEJ9SMC72&dib=eyJ2IjoiMSJ9.5J_r6v8V4v6BJJG8uZc2p_jFt3AtVMMa1bVWsE6oTsS9CRekgsXmgPRwN0rc7A_s_6e80Y4QR_R9WID07ZmVmr7DbcDuZJPfxmdT5BnzeXwaP3pEAF-XoqKovF0GJQ39rnqsl-nblCPRpNUvpHeyGc2QWL0h6zY9Cges8UILZoOhLuDez1PM9Q_P0SZJqDpXJwhgutOeGpMupdhwQP3IUE__p69vlwtrF5hRU-R34gQ.C1ISLgwrbAHOdm0-flYfrKktkyGnGQ7yiNdqvilhVU0&dib_tag=se&keywords=laptop&qid=1731617631&sprefix=laptop%2Caps%2C214&sr=8-234
222,"Apple 2024 MacBook Air (13-inch, Apple M3 chip with 8â€‘core CPU and 8â€‘core GPU, 16GB Unified Memory, 256GB) - Starlight  ","1,14,900",https://amazon.in//sspa/click?ie=UTF8&spc=MTo2NDA0Mjg4MTIwMTI1NTU3OjE3MzE2MTc2MzE6c3BfbXRmOjMwMDM5Mjk2MzMyNjczMjo6MDo6&url=%2FApple-MacBook-13-inch-8%25E2%2580%2591core-Unified%2Fdp%2FB0DLHG1PK6%2Fref%3Dsr_1_235_sspa%3Fcrid%3D5BLOEJ9SMC72%26dib%3DeyJ2IjoiMSJ9.5J_r6v8V4v6BJJG8uZc2p_jFt3AtVMMa1bVWsE6oTsS9CRekgsXmgPRwN0rc7A_s_6e80Y4QR_R9WID07ZmVmr7DbcDuZJPfxmdT5BnzeXwaP3pEAF-XoqKovF0GJQ39rnqsl-nblCPRpNUvpHeyGc2QWL0h6zY9Cges8UILZoOhLuDez1PM9Q_P0SZJqDpXJwhgutOeGpMupdhwQP3IUE__p69vlwtrF5hRU-R34gQ.C1ISLgwrbAHOdm0-flYfrKktkyGnGQ7yiNdqvilhVU0%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1731617631%26sprefix%3Dlaptop%252Caps%252C214%26sr%3D8-235-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
223,"Lenovo ThinkBook 15 G5 AMD Ryzen 7 7730U 15.6"" FHD Antiglare 250 Nits Thin and Light Laptop (8GB RAM/512GB SSD/Windows 11 Home/Fingerprint Reader/Backlit/Mineral Grey/1 Year Onsite/1.7 kg), 21JFA00BIN  ","42,020",https://amazon.in//sspa/click?ie=UTF8&spc=MTo2NDA0Mjg4MTIwMTI1NTU3OjE3MzE2MTc2MzE6c3BfbXRmOjMwMDM0Nzc0MzEwMjYzMjo6MDo6&url=%2FLenovo-ThinkBook-Antiglare-Fingerprint-21JFA00BIN%2Fdp%2FB0CGCRRC1Z%2Fref%3Dsr_1_236_sspa%3Fcrid%3D5BLOEJ9SMC72%26dib%3DeyJ2IjoiMSJ9.5J_r6v8V4v6BJJG8uZc2p_jFt3AtVMMa1bVWsE6oTsS9CRekgsXmgPRwN0rc7A_s_6e80Y4QR_R9WID07ZmVmr7DbcDuZJPfxmdT5BnzeXwaP3pEAF-XoqKovF0GJQ39rnqsl-nblCPRpNUvpHeyGc2QWL0h6zY9Cges8UILZoOhLuDez1PM9Q_P0SZJqDpXJwhgutOeGpMupdhwQP3IUE__p69vlwtrF5hRU-R34gQ.C1ISLgwrbAHOdm0-flYfrKktkyGnGQ7yiNdqvilhVU0%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1731617631%26sprefix%3Dlaptop%252Caps%252C214%26sr%3D8-236-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
224,"MSI Modern 14, Intel 12th Gen. i3-1215U, 36CM FHD 60Hz Laptop(8GB/512GB NVMe SSD/Windows 11 Home/MSO 2021/Intel UHD Graphics/Classic Black/1.4Kg), C12MO-1213IN  ","29,990",https://amazon.in//MSI-i3-1215U-Windows-Graphics-C12MO-1213IN/dp/B0D8WJS2Z6/ref=sr_1_237?crid=5BLOEJ9SMC72&dib=eyJ2IjoiMSJ9.5J_r6v8V4v6BJJG8uZc2p_jFt3AtVMMa1bVWsE6oTsS9CRekgsXmgPRwN0rc7A_s_6e80Y4QR_R9WID07ZmVmr7DbcDuZJPfxmdT5BnzeXwaP3pEAF-XoqKovF0GJQ39rnqsl-nblCPRpNUvpHeyGc2QWL0h6zY9Cges8UILZoOhLuDez1PM9Q_P0SZJqDpXJwhgutOeGpMupdhwQP3IUE__p69vlwtrF5hRU-R34gQ.C1ISLgwrbAHOdm0-flYfrKktkyGnGQ7yiNdqvilhVU0&dib_tag=se&keywords=laptop&qid=1731617631&sprefix=laptop%2Caps%2C214&sr=8-237
225,"Lenovo IdeaPad Slim 3 AMD Ryzen 7 5700U(16GB DDR4 RAM /512GB M.2 NVMe SSD/Windows 11 + MS Office 21/Backlit KB /15.6"" FHD 300Nits Anti Glare/1Yr ADP Free/Arctic Grey/1.65Kg), 82KU024GIN  ","44,990",https://amazon.in//Lenovo-IdeaPad-Windows-Backlit-82KU024GIN/dp/B0DC7PD74L/ref=sr_1_238?crid=5BLOEJ9SMC72&dib=eyJ2IjoiMSJ9.5J_r6v8V4v6BJJG8uZc2p_jFt3AtVMMa1bVWsE6oTsS9CRekgsXmgPRwN0rc7A_s_6e80Y4QR_R9WID07ZmVmr7DbcDuZJPfxmdT5BnzeXwaP3pEAF-XoqKovF0GJQ39rnqsl-nblCPRpNUvpHeyGc2QWL0h6zY9Cges8UILZoOhLuDez1PM9Q_P0SZJqDpXJwhgutOeGpMupdhwQP3IUE__p69vlwtrF5hRU-R34gQ.C1ISLgwrbAHOdm0-flYfrKktkyGnGQ7yiNdqvilhVU0&dib_tag=se&keywords=laptop&qid=1731617631&sprefix=laptop%2Caps%2C214&sr=8-238
226,"Dell [Smartchoice] Core i3-1215U, 12th Gen (8GB RAM/512GB SSD/FHD/Window 11/MS Office' 21/15""(38 cm)/15 Month McAfee/Black/1.69kg Laptop  ","35,990",https://amazon.in//Dell-Smartchoice-i3-1215U-Processor-Spill-Resistant/dp/B0BQJ68HHC/ref=sr_1_21?crid=5BLOEJ9SMC72&dib=eyJ2IjoiMSJ9.8RcwTH8a-CoS-6r1mmsXDHt4hSQ5oE10MS0vKIChZhcSMRySCoHiPkav5Mrp3alJVr2HquXEDGDLP3rO6JmDfx6sYx6BcgsgO-gOGMw4oWzPlFJwmD9w66ORSlp4_0_ee_jYcX0VGV6U40Ydd6Pfw6a4Jkhvus8cvKbfvCNf6rPobV2i6SCfqafDu5AY0R368_eqSa7KJ7OUIXHhmHtC3d3Ua110K7opHX3xk7pUjT0.rJF_GLM2tGHxKM3VaYHP-4SZgzal0FtqeBnxzMLVS1w&dib_tag=se&keywords=laptop&qid=1731617576&sprefix=laptop%2Caps%2C214&sr=8-21
227,"ASUS Vivobook 15X (2023),Intel Core I5-1335U 13Th Gen,15.6"" (39.62 Cms) Fhd,Thin&Light Laptop (16Gb/512Gb Ssd/Iris X? Graphics/Windows 11/Office 2021/Backlit Kb/Black/1.6 Kg),K3504Vab-Nj541Ws  ","51,990",https://amazon.in//ASUS-Vivobook-I5-1335U-Graphics-K3504Vab-Nj541Ws/dp/B0C1GJ38ZC/ref=sr_1_239?crid=5BLOEJ9SMC72&dib=eyJ2IjoiMSJ9.5J_r6v8V4v6BJJG8uZc2p_jFt3AtVMMa1bVWsE6oTsS9CRekgsXmgPRwN0rc7A_s_6e80Y4QR_R9WID07ZmVmr7DbcDuZJPfxmdT5BnzeXwaP3pEAF-XoqKovF0GJQ39rnqsl-nblCPRpNUvpHeyGc2QWL0h6zY9Cges8UILZoOhLuDez1PM9Q_P0SZJqDpXJwhgutOeGpMupdhwQP3IUE__p69vlwtrF5hRU-R34gQ.C1ISLgwrbAHOdm0-flYfrKktkyGnGQ7yiNdqvilhVU0&dib_tag=se&keywords=laptop&qid=1731617631&sprefix=laptop%2Caps%2C214&sr=8-239
228,"Lenovo V14 G4 (2024), AMD Ryzen 3 7320U Quad Core - (8GB/512GB SSD/AMD Radeon Graphics 610M/Windows 11 Home) Thin and Light Business Laptop/14 FHD Display/Silver/1.47 kg/MS Office 2021 Pro Plus  ","27,950",https://amazon.in//Lenovo-V14-Ryzen-7320U-Quad/dp/B0DKG94BTN/ref=sr_1_240?crid=5BLOEJ9SMC72&dib=eyJ2IjoiMSJ9.5J_r6v8V4v6BJJG8uZc2p_jFt3AtVMMa1bVWsE6oTsS9CRekgsXmgPRwN0rc7A_s_6e80Y4QR_R9WID07ZmVmr7DbcDuZJPfxmdT5BnzeXwaP3pEAF-XoqKovF0GJQ39rnqsl-nblCPRpNUvpHeyGc2QWL0h6zY9Cges8UILZoOhLuDez1PM9Q_P0SZJqDpXJwhgutOeGpMupdhwQP3IUE__p69vlwtrF5hRU-R34gQ.C1ISLgwrbAHOdm0-flYfrKktkyGnGQ7yiNdqvilhVU0&dib_tag=se&keywords=laptop&qid=1731617631&sprefix=laptop%2Caps%2C214&sr=8-240
229,"(Refurbished) HP Chromebook Intel Celeron N4120 35.6cm(14 inches) Micro-Edge, Touchscreen Laptop (4GB RA  ","18,690",https://amazon.in//HP-Chromebook-Micro-Edge-Touchscreen-14a-ca0504TU/dp/B0B2QBKT4T/ref=sr_1_241?crid=5BLOEJ9SMC72&dib=eyJ2IjoiMSJ9.5J_r6v8V4v6BJJG8uZc2p_jFt3AtVMMa1bVWsE6oTsS9CRekgsXmgPRwN0rc7A_s_6e80Y4QR_R9WID07ZmVmr7DbcDuZJPfxmdT5BnzeXwaP3pEAF-XoqKovF0GJQ39rnqsl-nblCPRpNUvpHeyGc2QWL0h6zY9Cges8UILZoOhLuDez1PM9Q_P0SZJqDpXJwhgutOeGpMupdhwQP3IUE__p69vlwtrF5hRU-R34gQ.C1ISLgwrbAHOdm0-flYfrKktkyGnGQ7yiNdqvilhVU0&dib_tag=se&keywords=laptop&qid=1731617631&sprefix=laptop%2Caps%2C214&sr=8-241
230,"Lenovo V15 Gen 4 Laptop, 15.6"" FHD Display, AMD Ryzen 3 7320U Processor, RJ-45, USB-C, HDMI, Windows 11 Pro with MS-Office (8GB LPDDR5 RAM 5500 MHz | 512GB PCIe SSD), Silver, 1 Year Brand Warranty  ","26,990",https://amazon.in//Lenovo-Display-Processor-MS-Office-Warranty/dp/B0CQZ72T7H/ref=sr_1_242?crid=5BLOEJ9SMC72&dib=eyJ2IjoiMSJ9.5J_r6v8V4v6BJJG8uZc2p_jFt3AtVMMa1bVWsE6oTsS9CRekgsXmgPRwN0rc7A_s_6e80Y4QR_R9WID07ZmVmr7DbcDuZJPfxmdT5BnzeXwaP3pEAF-XoqKovF0GJQ39rnqsl-nblCPRpNUvpHeyGc2QWL0h6zY9Cges8UILZoOhLuDez1PM9Q_P0SZJqDpXJwhgutOeGpMupdhwQP3IUE__p69vlwtrF5hRU-R34gQ.C1ISLgwrbAHOdm0-flYfrKktkyGnGQ7yiNdqvilhVU0&dib_tag=se&keywords=laptop&qid=1731617631&sprefix=laptop%2Caps%2C214&sr=8-242
231,"HP Pavilion 14 12th Gen Intel Core i5 8GB RAM/512GB SSD 14 inch(35.6cm) IPS Micro-Edge FHD Laptop/Intel Iris Xe Graphics/B&O/Win 11/Backlit KB/MSO 2021/Natural Silver, 14-dv2053TU  ","56,990",https://amazon.in//HP-Pavilion-Micro-Edge-Graphics-14-dv2053TU/dp/B0B1MDHJCC/ref=sr_1_243?crid=5BLOEJ9SMC72&dib=eyJ2IjoiMSJ9.5J_r6v8V4v6BJJG8uZc2p_jFt3AtVMMa1bVWsE6oTsS9CRekgsXmgPRwN0rc7A_s_6e80Y4QR_R9WID07ZmVmr7DbcDuZJPfxmdT5BnzeXwaP3pEAF-XoqKovF0GJQ39rnqsl-nblCPRpNUvpHeyGc2QWL0h6zY9Cges8UILZoOhLuDez1PM9Q_P0SZJqDpXJwhgutOeGpMupdhwQP3IUE__p69vlwtrF5hRU-R34gQ.C1ISLgwrbAHOdm0-flYfrKktkyGnGQ7yiNdqvilhVU0&dib_tag=se&keywords=laptop&qid=1731617631&sprefix=laptop%2Caps%2C214&sr=8-243
232,"Lenovo V14 Intel Core i3 12th Gen 14"" (35.56 cm) FHD (1920x1080) Antiglare 250 nits Thin and Light Laptop (8GB RAM/512GB SSD/DOS/Iron Grey/1.43 kg)  ","29,400",https://amazon.in//Lenovo-1920x1080-Antiglare-Laptop-82TSA01KIH/dp/B0C66685GZ/ref=sr_1_244?crid=5BLOEJ9SMC72&dib=eyJ2IjoiMSJ9.5J_r6v8V4v6BJJG8uZc2p_jFt3AtVMMa1bVWsE6oTsS9CRekgsXmgPRwN0rc7A_s_6e80Y4QR_R9WID07ZmVmr7DbcDuZJPfxmdT5BnzeXwaP3pEAF-XoqKovF0GJQ39rnqsl-nblCPRpNUvpHeyGc2QWL0h6zY9Cges8UILZoOhLuDez1PM9Q_P0SZJqDpXJwhgutOeGpMupdhwQP3IUE__p69vlwtrF5hRU-R34gQ.C1ISLgwrbAHOdm0-flYfrKktkyGnGQ7yiNdqvilhVU0&dib_tag=se&keywords=laptop&qid=1731617631&sprefix=laptop%2Caps%2C214&sr=8-244
233,"Apple 2024 MacBook Air (13-inch, Apple M3 chip with 8â€‘core CPU and 8â€‘core GPU, 16GB Unified Memory, 256GB) - Space Gray  ","1,14,900",https://amazon.in//sspa/click?ie=UTF8&spc=MTo2NDA0Mjg4MTIwMTI1NTU3OjE3MzE2MTc2MzE6c3BfYnRmOjMwMDM5Mjk2MzMyNzQzMjo6MDo6&url=%2FApple-MacBook-13-inch-8%25E2%2580%2591core-Unified%2Fdp%2FB0DLHDZ7FL%2Fref%3Dsr_1_245_sspa%3Fcrid%3D5BLOEJ9SMC72%26dib%3DeyJ2IjoiMSJ9.5J_r6v8V4v6BJJG8uZc2p_jFt3AtVMMa1bVWsE6oTsS9CRekgsXmgPRwN0rc7A_s_6e80Y4QR_R9WID07ZmVmr7DbcDuZJPfxmdT5BnzeXwaP3pEAF-XoqKovF0GJQ39rnqsl-nblCPRpNUvpHeyGc2QWL0h6zY9Cges8UILZoOhLuDez1PM9Q_P0SZJqDpXJwhgutOeGpMupdhwQP3IUE__p69vlwtrF5hRU-R34gQ.C1ISLgwrbAHOdm0-flYfrKktkyGnGQ7yiNdqvilhVU0%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1731617631%26sprefix%3Dlaptop%252Caps%252C214%26sr%3D8-245-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
234,"Apple 2024 MacBook Air 15â€³ Laptop with M3 chip: 38.91 cm (15.3â€³) Liquid Retina Display, 16GB Unified Memory, 512GB SSD Storage, Backlit Keyboard, 1080p FaceTime HD Camera, Touch ID- Space Grey  ","1,54,900",https://amazon.in//sspa/click?ie=UTF8&spc=MTo2NDA0Mjg4MTIwMTI1NTU3OjE3MzE2MTc2MzE6c3BfYnRmOjMwMDM1MDY5ODMxMjIzMjo6MDo6&url=%2FApple-2024-MacBook-Laptop-chip%2Fdp%2FB0CX24HFL7%2Fref%3Dsr_1_246_sspa%3Fcrid%3D5BLOEJ9SMC72%26dib%3DeyJ2IjoiMSJ9.5J_r6v8V4v6BJJG8uZc2p_jFt3AtVMMa1bVWsE6oTsS9CRekgsXmgPRwN0rc7A_s_6e80Y4QR_R9WID07ZmVmr7DbcDuZJPfxmdT5BnzeXwaP3pEAF-XoqKovF0GJQ39rnqsl-nblCPRpNUvpHeyGc2QWL0h6zY9Cges8UILZoOhLuDez1PM9Q_P0SZJqDpXJwhgutOeGpMupdhwQP3IUE__p69vlwtrF5hRU-R34gQ.C1ISLgwrbAHOdm0-flYfrKktkyGnGQ7yiNdqvilhVU0%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1731617631%26sprefix%3Dlaptop%252Caps%252C214%26sr%3D8-246-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
235,"Dell G15-5530 Gaming Laptop, Intel Core i5-13450HX Processor, 16GB DDR5, 512GB,NVIDIA RTX 3050,6GB GDDR6, 15.6"" (39.62cm) FHD 120Hz 250 nits, Backlit KB Orange,Windows 11 + MSO'21,Dark Shadow, 2.65kg  ","74,490",https://amazon.in//sspa/click?ie=UTF8&spc=MTo2MjY4MDUxMDAyNTQ5NzgwOjE3MzE2MTc2MzU6c3BfYXRmX25leHQ6MzAwMjAwNjMwNDI0NzMyOjowOjo&url=%2FDell-G15-5530-Gaming-i5-13450HX-Processor%2Fdp%2FB0CRKX3JRT%2Fref%3Dsr_1_241_sspa%3Fcrid%3D5BLOEJ9SMC72%26dib%3DeyJ2IjoiMSJ9.ecuhmJQ0ybe5jJJpTZhRc9Zm6jYbvc6M0mkY9XQWVUFROiVNSxsDcni5GWy-Ot9o-CcOFEKXE5W4WYGYBqW7AQBwDbZKSyw6fc4L_zxLyx4x2wmt-Xy1onAwTVkBBZuW0zaiB3t9DfqAixNJpeoqLDJftDaw5_iR0Su-qayDv-mSjA8cq9XnTROjKOygk01ZRqgHs4aK0dzkdj4e3Zt8-_n43NYlhF5qmuTHf1awqts.z5kYBfd_L6C4O-0Cqo7ICduJo-t27quuv6qeOSrXDDg%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1731617635%26sprefix%3Dlaptop%252Caps%252C214%26sr%3D8-241-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
236,"Apple 2024 MacBook Pro Laptop with M4 Max chip with 14â€‘core CPU and 32â€‘core GPU: Built for Apple Intelligence, 41.05 cm (16.2â€³) Liquid Retina XDR Display, 36GB Unified Memory, 1TB SSD Storage; Silver  ","3,49,900",https://amazon.in//sspa/click?ie=UTF8&spc=MTo2MjY4MDUxMDAyNTQ5NzgwOjE3MzE2MTc2MzU6c3BfYXRmX25leHQ6MzAwMzkyOTYzMzI3MzMyOjowOjo&url=%2FApple-MacBook-Laptop-14%25E2%2580%2591core-32%25E2%2580%2591core%2Fdp%2FB0DLHFW1FY%2Fref%3Dsr_1_242_sspa%3Fcrid%3D5BLOEJ9SMC72%26dib%3DeyJ2IjoiMSJ9.ecuhmJQ0ybe5jJJpTZhRc9Zm6jYbvc6M0mkY9XQWVUFROiVNSxsDcni5GWy-Ot9o-CcOFEKXE5W4WYGYBqW7AQBwDbZKSyw6fc4L_zxLyx4x2wmt-Xy1onAwTVkBBZuW0zaiB3t9DfqAixNJpeoqLDJftDaw5_iR0Su-qayDv-mSjA8cq9XnTROjKOygk01ZRqgHs4aK0dzkdj4e3Zt8-_n43NYlhF5qmuTHf1awqts.z5kYBfd_L6C4O-0Cqo7ICduJo-t27quuv6qeOSrXDDg%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1731617635%26sprefix%3Dlaptop%252Caps%252C214%26sr%3D8-242-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
