,title,price,link
80,"Dell 15 Thin & Light Laptop, 13th Gen Intel Core i3-1305U Processor, 8GB DDR4, 512GB SSD, 15.6"" (39.62cm) FHD 120Hz 250 nits, Intel UHD Graphics, Windows 11 + MSO'21, 15 Months McAfee, Black, 1.66kg  ","39,990",https://amazon.in//sspa/click?ie=UTF8&spc=MTo2NTgzMzc4MDY0NjE2NzU5OjE3MzE2MTc2MDY6c3BfbXRmOjMwMDE1Njk1NjI5MzYzMjo6MDo6&url=%2FDell-i3-1305U-Processor-39-62cm-GraphicsWin%2Fdp%2FB0CNZ8MDLV%2Fref%3Dsr_1_139_sspa%3Fcrid%3D5BLOEJ9SMC72%26dib%3DeyJ2IjoiMSJ9.q7YyTGmqOmzUtIhEAvR8E8qeoZ1tXAZMJEHYQGVUGTuMGf6cM20_Pfxoq8_VcK9-Pz9OVAzXQDMYo30ttg6tCZVNFYw8YuYq-3X9CO-GN5dy0MhXGmCeZ0jbVd6RQLubzqVxkTLvLaeC8smRjaI0J4XNzx8G7xbarFIMyfKjWuVIXK3-MrlwEFAnZDNfZR9fgXHy--ZYzAGuIGQIvDMX6a_ABrEjB7B41AAK0Z4kjJw.asfNgBvZO7ZMl4rQsfSDO9Hr0bTF-63x2AZar4b0XhA%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1731617606%26sprefix%3Dlaptop%252Caps%252C214%26sr%3D8-139-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
81,"ASUS Vivobook 15, Intel Pentium Gold 7505, 15.6-inch FHD 60Hz, Thin & Light Laptop (8GB/512GB SSD//Win11/Office 2021//Chiclet//37WHr/Indie Black/1.80 kg), X1500EA-EJ121WS  ","25,990",https://amazon.in//sspa/click?ie=UTF8&spc=MTo2NTgzMzc4MDY0NjE2NzU5OjE3MzE2MTc2MDY6c3BfbXRmOjMwMDM0MjMwNzMyNzYzMjo6MDo6&url=%2FASUS-Vivobook-Pentium-15-6-inch-X1500EA-EJ121WS%2Fdp%2FB0D4TJ1DVB%2Fref%3Dsr_1_140_sspa%3Fcrid%3D5BLOEJ9SMC72%26dib%3DeyJ2IjoiMSJ9.q7YyTGmqOmzUtIhEAvR8E8qeoZ1tXAZMJEHYQGVUGTuMGf6cM20_Pfxoq8_VcK9-Pz9OVAzXQDMYo30ttg6tCZVNFYw8YuYq-3X9CO-GN5dy0MhXGmCeZ0jbVd6RQLubzqVxkTLvLaeC8smRjaI0J4XNzx8G7xbarFIMyfKjWuVIXK3-MrlwEFAnZDNfZR9fgXHy--ZYzAGuIGQIvDMX6a_ABrEjB7B41AAK0Z4kjJw.asfNgBvZO7ZMl4rQsfSDO9Hr0bTF-63x2AZar4b0XhA%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1731617606%26sprefix%3Dlaptop%252Caps%252C214%26sr%3D8-140-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
82,"Primebook S Wifi, 2024(NEW) Android Based MediaTek MT8183 - (PrimeOS) Thin and Light Laptop (11.6 Inch, 1.065 Kg, Type C) (4GB/128GB eMMC Storage)  ","13,790",https://amazon.in//Primebook-Android-Based-MediaTek-MT8183/dp/B0D2Y4KLGN/ref=sr_1_141?crid=5BLOEJ9SMC72&dib=eyJ2IjoiMSJ9.q7YyTGmqOmzUtIhEAvR8E8qeoZ1tXAZMJEHYQGVUGTuMGf6cM20_Pfxoq8_VcK9-Pz9OVAzXQDMYo30ttg6tCZVNFYw8YuYq-3X9CO-GN5dy0MhXGmCeZ0jbVd6RQLubzqVxkTLvLaeC8smRjaI0J4XNzx8G7xbarFIMyfKjWuVIXK3-MrlwEFAnZDNfZR9fgXHy--ZYzAGuIGQIvDMX6a_ABrEjB7B41AAK0Z4kjJw.asfNgBvZO7ZMl4rQsfSDO9Hr0bTF-63x2AZar4b0XhA&dib_tag=se&keywords=laptop&qid=1731617606&sprefix=laptop%2Caps%2C214&sr=8-141
83,(Refurbished) Dell Latitude E5440 4th Gen Intel Core i5 Thin & Light HD Laptop (8 GB RAM/500 GB HDD/14 (35.6 cm) HD/Windows 10 Pro/MS Office/WiFi/Webcam/Intel HD Graphics)  ,"12,999",https://amazon.in//Refurbished-Dell-Latitude-Windows-Graphics/dp/B0D98JFNPY/ref=sr_1_142?crid=5BLOEJ9SMC72&dib=eyJ2IjoiMSJ9.q7YyTGmqOmzUtIhEAvR8E8qeoZ1tXAZMJEHYQGVUGTuMGf6cM20_Pfxoq8_VcK9-Pz9OVAzXQDMYo30ttg6tCZVNFYw8YuYq-3X9CO-GN5dy0MhXGmCeZ0jbVd6RQLubzqVxkTLvLaeC8smRjaI0J4XNzx8G7xbarFIMyfKjWuVIXK3-MrlwEFAnZDNfZR9fgXHy--ZYzAGuIGQIvDMX6a_ABrEjB7B41AAK0Z4kjJw.asfNgBvZO7ZMl4rQsfSDO9Hr0bTF-63x2AZar4b0XhA&dib_tag=se&keywords=laptop&qid=1731617606&sprefix=laptop%2Caps%2C214&sr=8-142
84,"Lenovo V15 G3 (2024), Intel Core i3 12th Gen 1215U - (16GB/512GB SSD/Intel UHD Graphics/Windows 11 Home) Thin and Light Business Laptop/15.6"" FHD Display/Iron Grey/1.7 kg/MS Office 2021 Pro Plus  ","35,490",https://amazon.in//Lenovo-V15-Intel-Core-1215U/dp/B0B4B4TF6K/ref=sr_1_143?crid=5BLOEJ9SMC72&dib=eyJ2IjoiMSJ9.q7YyTGmqOmzUtIhEAvR8E8qeoZ1tXAZMJEHYQGVUGTuMGf6cM20_Pfxoq8_VcK9-Pz9OVAzXQDMYo30ttg6tCZVNFYw8YuYq-3X9CO-GN5dy0MhXGmCeZ0jbVd6RQLubzqVxkTLvLaeC8smRjaI0J4XNzx8G7xbarFIMyfKjWuVIXK3-MrlwEFAnZDNfZR9fgXHy--ZYzAGuIGQIvDMX6a_ABrEjB7B41AAK0Z4kjJw.asfNgBvZO7ZMl4rQsfSDO9Hr0bTF-63x2AZar4b0XhA&dib_tag=se&keywords=laptop&qid=1731617606&sprefix=laptop%2Caps%2C214&sr=8-143
85,"HP Victus Windows 11 Home Gaming Laptop,AMD Ryzen 7 7840Hs Ai Powered,6Gb RTX 3050 Gpu,16.1-Inch (40.9 Cm),95W Tgp,Fhd,IPS,144Hz,16Gb Ddr5,1Tb Ssd,RGB Backlit Kb,B&O (Mso,Blue,2.29 Kg),S0089Ax  ","81,990",https://amazon.in//HP-Powered-16-1-inch-Backlit-s0089AX/dp/B0CNR7KRSC/ref=sr_1_144?crid=5BLOEJ9SMC72&dib=eyJ2IjoiMSJ9.q7YyTGmqOmzUtIhEAvR8E8qeoZ1tXAZMJEHYQGVUGTuMGf6cM20_Pfxoq8_VcK9-Pz9OVAzXQDMYo30ttg6tCZVNFYw8YuYq-3X9CO-GN5dy0MhXGmCeZ0jbVd6RQLubzqVxkTLvLaeC8smRjaI0J4XNzx8G7xbarFIMyfKjWuVIXK3-MrlwEFAnZDNfZR9fgXHy--ZYzAGuIGQIvDMX6a_ABrEjB7B41AAK0Z4kjJw.asfNgBvZO7ZMl4rQsfSDO9Hr0bTF-63x2AZar4b0XhA&dib_tag=se&keywords=laptop&qid=1731617606&sprefix=laptop%2Caps%2C214&sr=8-144
86,"Lenovo IdeaPad Slim 1 Intel Core Celeron N4020 14"" HD Thin and Light Laptop (8GB/512GB SSD/Windows 11 Home/Office 21/1Yr Warranty/Cloud Grey/1.3Kg), 82V6009LIN  ","23,990",https://amazon.in//Lenovo-IdeaPad-Celeron-Warranty-82V6009LIN/dp/B0D6Z2H2HR/ref=sr_1_14?crid=5BLOEJ9SMC72&dib=eyJ2IjoiMSJ9.oImuo9WRyEf17eqX3Pr54aEEYbKtmlDD8GKPNWa5neEW-_LW77YZRX4IuZ4Hm3lPGLHntuPzHfR_2Bq-3bQIuxpVP_Lu8BJyLzGIxUChuaQKo2ax57b1nR1mt2cUbccSdlKScyyO4wMnMhIcofFXqvO4-WzBV3qXQ-CDCG9Ae416RQKg8k7nDpPl1p-3ym8ZkonXwSkZy3_ijircCI7WoWyXGZ_C5S2OcfwD90JNhqo.Q1YEodEcnCkWxqJ_NzmeMNkil1bNd0E6q3LRZO_Mu4I&dib_tag=se&keywords=laptop&qid=1731617571&sprefix=laptop%2Caps%2C214&sr=8-14
87,"HP 15s, 12th Gen Intel Core i5 16GB RAM/512GB SSD 15.6-inch(39.6 cm) Micro-Edge Anti-Glare FHD Laptop/Win 11/Intel Iris Xe Graphics/Dual Speakers/Alexa/Backlit KB/MSO/Fast Charge, 15s- fq5112TU  ","50,900",https://amazon.in//HP-Micro-Edge-Anti-Glare-15s-fq5112TU/dp/B0B6F6HN37/ref=sr_1_145?crid=5BLOEJ9SMC72&dib=eyJ2IjoiMSJ9.q7YyTGmqOmzUtIhEAvR8E8qeoZ1tXAZMJEHYQGVUGTuMGf6cM20_Pfxoq8_VcK9-Pz9OVAzXQDMYo30ttg6tCZVNFYw8YuYq-3X9CO-GN5dy0MhXGmCeZ0jbVd6RQLubzqVxkTLvLaeC8smRjaI0J4XNzx8G7xbarFIMyfKjWuVIXK3-MrlwEFAnZDNfZR9fgXHy--ZYzAGuIGQIvDMX6a_ABrEjB7B41AAK0Z4kjJw.asfNgBvZO7ZMl4rQsfSDO9Hr0bTF-63x2AZar4b0XhA&dib_tag=se&keywords=laptop&qid=1731617606&sprefix=laptop%2Caps%2C214&sr=8-145
88,"(Renewed) DELL Latitude 5490 Core i5 7th Gen Laptop, 8 GB RAM, 256GB SSD, Intel HD Graphics, 14 inch (36.83 cms) HD Screen, Windows 11 (Upgraded), MS Office, Black, Slim  ","16,699",https://amazon.in//Renewed-Latitude-Graphics-Windows-Upgraded/dp/B0BLVWXM4Q/ref=sr_1_146?crid=5BLOEJ9SMC72&dib=eyJ2IjoiMSJ9.q7YyTGmqOmzUtIhEAvR8E8qeoZ1tXAZMJEHYQGVUGTuMGf6cM20_Pfxoq8_VcK9-Pz9OVAzXQDMYo30ttg6tCZVNFYw8YuYq-3X9CO-GN5dy0MhXGmCeZ0jbVd6RQLubzqVxkTLvLaeC8smRjaI0J4XNzx8G7xbarFIMyfKjWuVIXK3-MrlwEFAnZDNfZR9fgXHy--ZYzAGuIGQIvDMX6a_ABrEjB7B41AAK0Z4kjJw.asfNgBvZO7ZMl4rQsfSDO9Hr0bTF-63x2AZar4b0XhA&dib_tag=se&keywords=laptop&qid=1731617606&sprefix=laptop%2Caps%2C214&sr=8-146
89,"HP Laptop 15,AMD Ryzen 3 7320U 15.6-inch (39.6 cm), FHD, 8GB LPDDR5, 512GB SSD, AMD Radeon Graphics, 1080p FHD Camera TNR, (Win 11, Silver, 1.59 kg), fc0154AU  ","34,027",https://amazon.in//HP-Laptop-15-6-inch-Graphics-fc0154AU/dp/B0D3HG5CMG/ref=sr_1_147?crid=5BLOEJ9SMC72&dib=eyJ2IjoiMSJ9.q7YyTGmqOmzUtIhEAvR8E8qeoZ1tXAZMJEHYQGVUGTuMGf6cM20_Pfxoq8_VcK9-Pz9OVAzXQDMYo30ttg6tCZVNFYw8YuYq-3X9CO-GN5dy0MhXGmCeZ0jbVd6RQLubzqVxkTLvLaeC8smRjaI0J4XNzx8G7xbarFIMyfKjWuVIXK3-MrlwEFAnZDNfZR9fgXHy--ZYzAGuIGQIvDMX6a_ABrEjB7B41AAK0Z4kjJw.asfNgBvZO7ZMl4rQsfSDO9Hr0bTF-63x2AZar4b0XhA&dib_tag=se&keywords=laptop&qid=1731617606&sprefix=laptop%2Caps%2C214&sr=8-147
90,"Lenovo V15 Intel Celeron N4500 15.6"" (39.62 cm) FHD (1920x1080) Antiglare 250 Nits Thin and Light Laptop (8GB RAM/256GB SSD/Windows 11 Home/Black/1Y Onsite/1.7 kg), 82QYA00MIN  ","22,990",https://amazon.in//Lenovo-Celeron-1920x1080-Antiglare-82QYA00MIN/dp/B0C28FKJXG/ref=sr_1_148?crid=5BLOEJ9SMC72&dib=eyJ2IjoiMSJ9.q7YyTGmqOmzUtIhEAvR8E8qeoZ1tXAZMJEHYQGVUGTuMGf6cM20_Pfxoq8_VcK9-Pz9OVAzXQDMYo30ttg6tCZVNFYw8YuYq-3X9CO-GN5dy0MhXGmCeZ0jbVd6RQLubzqVxkTLvLaeC8smRjaI0J4XNzx8G7xbarFIMyfKjWuVIXK3-MrlwEFAnZDNfZR9fgXHy--ZYzAGuIGQIvDMX6a_ABrEjB7B41AAK0Z4kjJw.asfNgBvZO7ZMl4rQsfSDO9Hr0bTF-63x2AZar4b0XhA&dib_tag=se&keywords=laptop&qid=1731617606&sprefix=laptop%2Caps%2C214&sr=8-148
91,"ASUS Zenbook 14, Intel Core Ultra 7, 14"" 3K OLED 16:10 120 Hz, Thin & Light Laptop, Built-in AI (16GB RAM/1 TB//Win 11/Office 2021/Backlit/Touchscreen/75WHr /Foggy Silver/1.28 Kg), UX3405MA-PZ751WS  ","1,16,990",https://amazon.in//sspa/click?ie=UTF8&spc=MTo2NTgzMzc4MDY0NjE2NzU5OjE3MzE2MTc2MDY6c3BfYnRmOjMwMDI1MDgzOTUyMDUzMjo6MDo6&url=%2FASUS-Zenbook-Intel-Ultra-Built%2Fdp%2FB0D89TT6VK%2Fref%3Dsr_1_149_sspa%3Fcrid%3D5BLOEJ9SMC72%26dib%3DeyJ2IjoiMSJ9.q7YyTGmqOmzUtIhEAvR8E8qeoZ1tXAZMJEHYQGVUGTuMGf6cM20_Pfxoq8_VcK9-Pz9OVAzXQDMYo30ttg6tCZVNFYw8YuYq-3X9CO-GN5dy0MhXGmCeZ0jbVd6RQLubzqVxkTLvLaeC8smRjaI0J4XNzx8G7xbarFIMyfKjWuVIXK3-MrlwEFAnZDNfZR9fgXHy--ZYzAGuIGQIvDMX6a_ABrEjB7B41AAK0Z4kjJw.asfNgBvZO7ZMl4rQsfSDO9Hr0bTF-63x2AZar4b0XhA%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1731617606%26sprefix%3Dlaptop%252Caps%252C214%26sr%3D8-149-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
92,"Lenovo IdeaPad Slim 5 Intel Core Ultra 5 125H Built-in AI 16"" (40.6cm) WUXGA-IPS 300Nit Thin & Light Laptop (16GB/1TB SSD/Win 11/MSO 21/FHD+IR Cam/1Yr ADP Free/3 mon Game Pass/Grey/1.9Kg), 83DC0042IN  ","78,490",https://amazon.in//sspa/click?ie=UTF8&spc=MTo2NTgzMzc4MDY0NjE2NzU5OjE3MzE2MTc2MDY6c3BfYnRmOjMwMDM0MjQ3NzY5ODUzMjo6MDo6&url=%2FLenovo-IdeaPad-Built-WUXGA-IPS-83DC0042IN%2Fdp%2FB0CSSPYJWK%2Fref%3Dsr_1_150_sspa%3Fcrid%3D5BLOEJ9SMC72%26dib%3DeyJ2IjoiMSJ9.q7YyTGmqOmzUtIhEAvR8E8qeoZ1tXAZMJEHYQGVUGTuMGf6cM20_Pfxoq8_VcK9-Pz9OVAzXQDMYo30ttg6tCZVNFYw8YuYq-3X9CO-GN5dy0MhXGmCeZ0jbVd6RQLubzqVxkTLvLaeC8smRjaI0J4XNzx8G7xbarFIMyfKjWuVIXK3-MrlwEFAnZDNfZR9fgXHy--ZYzAGuIGQIvDMX6a_ABrEjB7B41AAK0Z4kjJw.asfNgBvZO7ZMl4rQsfSDO9Hr0bTF-63x2AZar4b0XhA%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1731617606%26sprefix%3Dlaptop%252Caps%252C214%26sr%3D8-150-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
93,"HP Pavilion Plus 14 AI-enhanced Laptop, Intel EVO Core Ultra 5 125H,14-inch (35.6 cm) 16GB, 512GB SSD, Intel Arc Graphics, WQXGA, 300 nits, 120Hz, 5MP IR Camera, (Win 11, MSO, Blue, 1.44 kg), ew1082TU  ","87,490",https://amazon.in//sspa/click?ie=UTF8&spc=MToxMzYyMTEyMDE0MTIzNzE1OjE3MzE2MTc2MTE6c3BfYXRmX25leHQ6MzAwMzQzMTg5MDM0NzMyOjowOjo&url=%2FHP-Pavilion-AI-enhanced-Graphics-ew1082TU%2Fdp%2FB0D4TXZW5R%2Fref%3Dsr_1_145_sspa%3Fcrid%3D5BLOEJ9SMC72%26dib%3DeyJ2IjoiMSJ9.1_fdttR1cuX0QQ3PJvf1S9j5oDbE6aB-qQKh60dB_S10Wd1wahquVnBPN6vwtieYHE8Xs8doEgNHVQAHEX1rPjgat-6KbB4sv0B3lv9CLjmRyyFlGeBDBy4-byKkFmeYcJuOyeY2kNOz-WPvo5i8748Yl7plUaAE4RpUBNwf-wJs8qyKeYtuSyq_6u_gmq9SgLt_kcq5PP4pvsPuIp-WnP8-Xq4EIwekUDcJvMxak3g.06n_m28jj9a3iJ8d_60JXqOp7fdSuLuXB5JkrEyjQIs%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1731617610%26sprefix%3Dlaptop%252Caps%252C214%26sr%3D8-145-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
94,"Lenovo ThinkPad E14 Intel Core i5 13th Gen 14"" WUXGA IPS 300 Nits Thin and Light Laptop (16GB RAM/512GB SSD/Win 11 Home/Office 2021/Backlit Keyboard/FPR/Black/1Y Onsite/1.41 kg), 21JKS0X800  ","68,000",https://amazon.in//sspa/click?ie=UTF8&spc=MToxMzYyMTEyMDE0MTIzNzE1OjE3MzE2MTc2MTE6c3BfYXRmX25leHQ6MzAwMzQyNDc3Njk3NjMyOjowOjo&url=%2FLenovo-ThinkPad-Backlit-Keyboard-21JKS0X800%2Fdp%2FB0CVQRFTJL%2Fref%3Dsr_1_146_sspa%3Fcrid%3D5BLOEJ9SMC72%26dib%3DeyJ2IjoiMSJ9.1_fdttR1cuX0QQ3PJvf1S9j5oDbE6aB-qQKh60dB_S10Wd1wahquVnBPN6vwtieYHE8Xs8doEgNHVQAHEX1rPjgat-6KbB4sv0B3lv9CLjmRyyFlGeBDBy4-byKkFmeYcJuOyeY2kNOz-WPvo5i8748Yl7plUaAE4RpUBNwf-wJs8qyKeYtuSyq_6u_gmq9SgLt_kcq5PP4pvsPuIp-WnP8-Xq4EIwekUDcJvMxak3g.06n_m28jj9a3iJ8d_60JXqOp7fdSuLuXB5JkrEyjQIs%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1731617610%26sprefix%3Dlaptop%252Caps%252C214%26sr%3D8-146-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
95,"ASUS Vivobook 15, Intel Core i5-12500H 12th Gen, Thin and Light Laptop, 15.6"" (39.62 cm) FHD, (8 GB RAM/512GB SSD/Windows11/Office 2021/Backlit/42WHr/Silver/1.70 kg), X1502ZA-EJ524WS  ","44,990",https://amazon.in//ASUS-Vivobook-i5-12500H-Backlit-X1502ZA-EJ524WS/dp/B0CCP83BK2/ref=sr_1_147?crid=5BLOEJ9SMC72&dib=eyJ2IjoiMSJ9.1_fdttR1cuX0QQ3PJvf1S9j5oDbE6aB-qQKh60dB_S10Wd1wahquVnBPN6vwtieYHE8Xs8doEgNHVQAHEX1rPjgat-6KbB4sv0B3lv9CLjmRyyFlGeBDBy4-byKkFmeYcJuOyeY2kNOz-WPvo5i8748Yl7plUaAE4RpUBNwf-wJs8qyKeYtuSyq_6u_gmq9SgLt_kcq5PP4pvsPuIp-WnP8-Xq4EIwekUDcJvMxak3g.06n_m28jj9a3iJ8d_60JXqOp7fdSuLuXB5JkrEyjQIs&dib_tag=se&keywords=laptop&qid=1731617610&sprefix=laptop%2Caps%2C214&sr=8-147
96,DELL Latitude 3440 (2024) Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Intel UHD Graphics/Windows 11 Home) Thin and Light Business Laptop/14 HD Display/Grey/1.5 kg/MS Office 2021 Pro Plus  ,"33,499",https://amazon.in//DELL-Latitude-3440-Intel-1215U/dp/B07SXV697G/ref=sr_1_148?crid=5BLOEJ9SMC72&dib=eyJ2IjoiMSJ9.1_fdttR1cuX0QQ3PJvf1S9j5oDbE6aB-qQKh60dB_S10Wd1wahquVnBPN6vwtieYHE8Xs8doEgNHVQAHEX1rPjgat-6KbB4sv0B3lv9CLjmRyyFlGeBDBy4-byKkFmeYcJuOyeY2kNOz-WPvo5i8748Yl7plUaAE4RpUBNwf-wJs8qyKeYtuSyq_6u_gmq9SgLt_kcq5PP4pvsPuIp-WnP8-Xq4EIwekUDcJvMxak3g.06n_m28jj9a3iJ8d_60JXqOp7fdSuLuXB5JkrEyjQIs&dib_tag=se&keywords=laptop&qid=1731617610&sprefix=laptop%2Caps%2C214&sr=8-148
97,"Acer Aspire Lite 13th Gen Intel Core i3-1305U Thin and Light Premium Laptop (Windows 11 Home/8 GB RAM/512GB SSD/36 WHR) AL15-53 with 39.62cm (15.6"") Full HD Display, Metal Body, Steel Gray, 1.59 KG  ","32,990",https://amazon.in//Acer-i3-1305U-Premium-Windows-AL15-53/dp/B0DB1SDB87/ref=sr_1_15?crid=5BLOEJ9SMC72&dib=eyJ2IjoiMSJ9.oImuo9WRyEf17eqX3Pr54aEEYbKtmlDD8GKPNWa5neEW-_LW77YZRX4IuZ4Hm3lPGLHntuPzHfR_2Bq-3bQIuxpVP_Lu8BJyLzGIxUChuaQKo2ax57b1nR1mt2cUbccSdlKScyyO4wMnMhIcofFXqvO4-WzBV3qXQ-CDCG9Ae416RQKg8k7nDpPl1p-3ym8ZkonXwSkZy3_ijircCI7WoWyXGZ_C5S2OcfwD90JNhqo.Q1YEodEcnCkWxqJ_NzmeMNkil1bNd0E6q3LRZO_Mu4I&dib_tag=se&keywords=laptop&qid=1731617571&sprefix=laptop%2Caps%2C214&sr=8-15
98,"MSI Thin A15, AMD 7th Gen. Ryzen 5 7535HS, 40CM Gaming Laptop(8GB/512GB NVMe SSD/Windows 11 Home/Nvidia GeForce RTX 2050, 4GB GDDR6/Cosmos Gray/1.86Kg), B7UCX-216IN  ","44,990",https://amazon.in//MSI-7535HS-Windows-GeForce-B7UCX-216IN/dp/B0D2HZV716/ref=sr_1_149?crid=5BLOEJ9SMC72&dib=eyJ2IjoiMSJ9.1_fdttR1cuX0QQ3PJvf1S9j5oDbE6aB-qQKh60dB_S10Wd1wahquVnBPN6vwtieYHE8Xs8doEgNHVQAHEX1rPjgat-6KbB4sv0B3lv9CLjmRyyFlGeBDBy4-byKkFmeYcJuOyeY2kNOz-WPvo5i8748Yl7plUaAE4RpUBNwf-wJs8qyKeYtuSyq_6u_gmq9SgLt_kcq5PP4pvsPuIp-WnP8-Xq4EIwekUDcJvMxak3g.06n_m28jj9a3iJ8d_60JXqOp7fdSuLuXB5JkrEyjQIs&dib_tag=se&keywords=laptop&qid=1731617610&sprefix=laptop%2Caps%2C214&sr=8-149
99,"Lenovo V15 12th Gen Intel Core i5-1235U 15.6"" FHD Thin and Light Laptop (16GB RAM/512GB SSD/Windows 11 Home/MS Office Home & Student 2021/Iron Grey/1.70 kg), 82TTA07RIH  ","43,990",https://amazon.in//Lenovo-V15-i5-1235U-Windows-82TTA07RIH/dp/B0DDY3SG2G/ref=sr_1_150?crid=5BLOEJ9SMC72&dib=eyJ2IjoiMSJ9.1_fdttR1cuX0QQ3PJvf1S9j5oDbE6aB-qQKh60dB_S10Wd1wahquVnBPN6vwtieYHE8Xs8doEgNHVQAHEX1rPjgat-6KbB4sv0B3lv9CLjmRyyFlGeBDBy4-byKkFmeYcJuOyeY2kNOz-WPvo5i8748Yl7plUaAE4RpUBNwf-wJs8qyKeYtuSyq_6u_gmq9SgLt_kcq5PP4pvsPuIp-WnP8-Xq4EIwekUDcJvMxak3g.06n_m28jj9a3iJ8d_60JXqOp7fdSuLuXB5JkrEyjQIs&dib_tag=se&keywords=laptop&qid=1731617610&sprefix=laptop%2Caps%2C214&sr=8-150
100,"Lenovo V14 G3 (2024), Intel Core i5 12th Gen 1235U - (16GB/512GB SSD/Intel UHD Graphics/Windows 11 Pro) Thin and Light Business Laptop/14.0"" FHD Display/Iron Grey/1.57 kg/MS Office 2021 Pro Plus  ","41,690",https://amazon.in//Lenovo-V14-G3-Intel-1235U/dp/B08HJWSGW6/ref=sr_1_151?crid=5BLOEJ9SMC72&dib=eyJ2IjoiMSJ9.1_fdttR1cuX0QQ3PJvf1S9j5oDbE6aB-qQKh60dB_S10Wd1wahquVnBPN6vwtieYHE8Xs8doEgNHVQAHEX1rPjgat-6KbB4sv0B3lv9CLjmRyyFlGeBDBy4-byKkFmeYcJuOyeY2kNOz-WPvo5i8748Yl7plUaAE4RpUBNwf-wJs8qyKeYtuSyq_6u_gmq9SgLt_kcq5PP4pvsPuIp-WnP8-Xq4EIwekUDcJvMxak3g.06n_m28jj9a3iJ8d_60JXqOp7fdSuLuXB5JkrEyjQIs&dib_tag=se&keywords=laptop&qid=1731617610&sprefix=laptop%2Caps%2C214&sr=8-151
101,Thomson NEO 14.1 Inch IN-N14C Intel Dual Core Processor & Window 11 Home Notebook (4 GB RAM DDR4/ 128 GB EMMC/Thin & Light Weight/Silver)  ,"14,990",https://amazon.in//Thomson-Processor-Window-Notebook-Weight/dp/B0DHPFM3RR/ref=sr_1_152?crid=5BLOEJ9SMC72&dib=eyJ2IjoiMSJ9.1_fdttR1cuX0QQ3PJvf1S9j5oDbE6aB-qQKh60dB_S10Wd1wahquVnBPN6vwtieYHE8Xs8doEgNHVQAHEX1rPjgat-6KbB4sv0B3lv9CLjmRyyFlGeBDBy4-byKkFmeYcJuOyeY2kNOz-WPvo5i8748Yl7plUaAE4RpUBNwf-wJs8qyKeYtuSyq_6u_gmq9SgLt_kcq5PP4pvsPuIp-WnP8-Xq4EIwekUDcJvMxak3g.06n_m28jj9a3iJ8d_60JXqOp7fdSuLuXB5JkrEyjQIs&dib_tag=se&keywords=laptop&qid=1731617610&sprefix=laptop%2Caps%2C214&sr=8-152
102,"(Refurbished) HP EliteBook 820 G4 7th Gen Intel Core i5 Thin & Light HD Laptop (16 GB DDR4 RAM|256 GB SSD|12.5"" (31.8 cm) HD|Windows 11|MS Office|WiFi|Webcam|Intel HD Graphics)  ","15,885",https://amazon.in//Refurbished-HP-EliteBook-Windows-Graphics/dp/B0DKT5MHKF/ref=sr_1_153?crid=5BLOEJ9SMC72&dib=eyJ2IjoiMSJ9.1_fdttR1cuX0QQ3PJvf1S9j5oDbE6aB-qQKh60dB_S10Wd1wahquVnBPN6vwtieYHE8Xs8doEgNHVQAHEX1rPjgat-6KbB4sv0B3lv9CLjmRyyFlGeBDBy4-byKkFmeYcJuOyeY2kNOz-WPvo5i8748Yl7plUaAE4RpUBNwf-wJs8qyKeYtuSyq_6u_gmq9SgLt_kcq5PP4pvsPuIp-WnP8-Xq4EIwekUDcJvMxak3g.06n_m28jj9a3iJ8d_60JXqOp7fdSuLuXB5JkrEyjQIs&dib_tag=se&keywords=laptop&qid=1731617610&sprefix=laptop%2Caps%2C214&sr=8-153
